Site_ID,Itteration,Observer,Time,Date,Plantation,Tree_Rich,Tree_Abu,Tree_Hei,Tree_Cov,Shrub_Rich,Shrub_Abu,Shrub_Hei,Shrub_Cov,Suc_Rich,Suc_Abu,Suc_Hei,Suc_Cov,Fern_Rich,Fern_Abu,Fern_Hei,Fern_Cov,Sed_Rich,Sed_Abu,Sed_Hei,Sed_Cov,Forb_Rich,Forb_Abu,Forb_Hei,Forb_Cov,Bulb_Rich,Bulb_Abu,Bulb_Hei,Bulb_Cov,Grass_Rich,Grass_Abu,Grass_Hei,Grass_Cov,Bram_Rich,Bram_Abu,Bram_Hei,Bram_Cov,Grou_Cov,Rock_Cov,Climb_Rich,Climb_Abu,Climb_Hei,Climb_Cov
Site_01,1,Jurie,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,40,5,0,0,0,0,0,0,0,0,2,33,70,60,1,6,50,35,0,0,0,0,0,0
Site_01,2,Jurie,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,45,10,0,0,0,0,2,43,80,60,1,12,60,30,0,0,0,0,0,0
Site_01,3,Jurie,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,5,0,0,0,0,0,0,0,0,3,15,75,80,0,0,0,0,15,0,0,0,0,0
Site_01,4,Jurie,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,5,0,0,0,0,0,0,0,0,0,0,0,0,2,45,90,85,1,3,30,5,5,0,0,0,0,0
Site_01,5,Jurie,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,65,60,1,4,35,10,20,0,1,5,15,10
Site_01,6,Jurie,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,55,40,1,5,50,25,35,0,0,0,0,0
Site_01,7,Jurie,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,55,70,1,4,40,5,25,0,0,0,0,0
Site_01,8,Jurie,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,60,75,0,0,0,0,25,0,0,0,0,0
Site_01,9,Jurie,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,45,15,0,0,0,0,0,0,0,0,2,30,65,70,1,1,60,5,10,0,0,0,0,0
Site_01,10,Jurie,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,2,43,75,60,1,4,60,10,25,0,0,0,0,0
Site_01,11,Jurie,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,40,5,0,0,0,0,0,0,0,0,1,25,70,35,1,13,70,45,15,0,0,0,0,0
Site_01,12,Jurie,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,60,5,0,0,0,0,2,30,45,35,1,10,50,40,20,0,0,0,0,0
Site_01,1,Gabi,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,10,10,0,0,0,0,3,34,55,75,0,0,0,0,15,0,0,0,0,0
Site_01,2,Gabi,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,70,85,1,3,60,10,5,0,0,0,0,0
Site_01,3,Gabi,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,55,80,1,2,55,10,10,0,0,0,0,0
Site_01,4,Gabi,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,5,0,0,0,0,1,40,65,75,1,4,55,10,10,0,0,0,0,0
Site_01,5,Gabi,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,15,5,0,0,0,0,2,46,60,75,1,6,50,15,5,0,0,0,0,0
Site_01,6,Gabi,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,90,5,0,0,0,0,3,55,60,75,1,9,55,15,5,0,0,0,0,0
Site_01,7,Gabi,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,70,80,1,12,60,15,5,0,0,0,0,0
Site_01,8,Gabi,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,90,85,1,5,60,5,10,0,0,0,0,0
Site_01,9,Gabi,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,50,10,0,0,0,0,2,60,100,70,1,3,35,5,15,0,0,0,0,0
Site_01,10,Gabi,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,90,80,1,3,40,10,10,0,0,0,0,0
Site_01,11,Gabi,14:00,19/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,70,75,1,5,55,15,10,0,0,0,0,0
Site_01,12,Gabi,14:00,19/03/2020,Newlands,0,0,0,0,1,1,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,90,80,0,0,0,0,10,0,0,0,0,0
Site_02,1,Jurie,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,10,15,0,0,0,0,2,33,30,75,0,0,0,0,5,5,0,0,0,0
Site_02,2,Jurie,13:16,20/03/2020,Newlands,0,0,0,0,1,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,3,23,20,20,0,0,0,0,2,16,35,75,0,0,0,0,0,0,0,0,0,0
Site_02,3,Jurie,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,30,25,0,0,0,0,2,16,50,60,0,0,0,0,5,10,0,0,0,0
Site_02,4,Jurie,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,20,10,0,0,0,0,3,24,35,75,0,0,0,0,5,10,0,0,0,0
Site_02,5,Jurie,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,30,10,1,1,5,5,3,23,40,75,0,0,0,0,10,0,0,0,0,0
Site_02,6,Jurie,13:16,20/03/2020,Newlands,0,0,0,0,1,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,5,0,0,0,0,2,28,3,80,0,0,0,0,10,0,0,0,0,0
Site_02,7,Jurie,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,25,10,0,0,0,0,2,33,30,90,0,0,0,0,0,0,0,0,0,0
Site_02,8,Jurie,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,5,1,2,5,5,2,19,50,70,0,0,0,0,20,0,0,0,0,0
Site_02,9,Jurie,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,30,40,0,0,0,0,2,13,30,60,0,0,0,0,0,0,0,0,0,0
Site_02,10,Jurie,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,30,15,0,0,0,0,2,23,40,80,0,0,0,0,5,0,0,0,0,0
Site_02,11,Jurie,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,1,1,25,5,0,0,0,0,0,0,0,0,2,12,25,10,1,1,5,5,3,27,30,55,0,0,0,0,25,0,0,0,0,0
Site_02,12,Jurie,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,30,5,1,1,40,5,2,30,40,80,0,0,0,0,10,0,0,0,0,0
Site_02,1,Gabi,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,5,0,0,0,0,3,21,30,90,0,0,0,0,5,0,0,0,0,0
Site_02,2,Gabi,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,30,15,0,0,0,0,2,19,50,80,0,0,0,0,5,0,0,0,0,0
Site_02,3,Gabi,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,35,10,0,0,0,0,3,28,45,80,0,0,0,0,5,5,0,0,0,0
Site_02,4,Gabi,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,70,5,4,8,20,10,0,0,0,0,2,21,50,80,0,0,0,0,5,0,0,0,0,0
Site_02,5,Gabi,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,35,10,0,0,0,0,3,18,45,85,0,0,0,0,5,0,0,0,0,0
Site_02,6,Gabi,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,40,90,0,0,0,0,10,0,0,0,0,0
Site_02,7,Gabi,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,25,10,0,0,0,0,3,16,55,85,0,0,0,0,5,0,0,0,0,0
Site_02,8,Gabi,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,20,5,0,0,0,0,2,26,55,90,0,0,0,0,5,0,0,0,0,0
Site_02,9,Gabi,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,50,90,0,0,0,0,10,0,0,0,0,0
Site_02,10,Gabi,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,1,2,35,10,0,0,0,0,0,0,0,0,2,5,30,10,0,0,0,0,3,19,40,80,0,0,0,0,0,0,0,0,0,0
Site_02,11,Gabi,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60,5,2,1,20,20,0,0,0,0,4,9,40,70,0,0,0,0,5,0,0,0,0,0
Site_02,12,Gabi,13:16,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,40,15,0,0,0,0,3,12,50,80,0,0,0,0,5,0,0,0,0,0
Site_03,1,Jurie,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,55,60,0,0,0,0,30,0,1,2,5,10
Site_03,2,Jurie,10:20,20/03/2020,Newlands,0,0,0,0,1,1,70,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40,5,0,0,0,0,2,9,60,50,0,0,0,0,35,0,0,0,0,0
Site_03,3,Jurie,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,1,2,5,5,1,9,55,40,0,0,0,0,50,0,0,0,0,0
Site_03,4,Jurie,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40,15,1,6,5,5,1,9,40,50,0,0,0,0,30,0,0,0,0,0
Site_03,5,Jurie,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,5,1,4,5,5,1,9,45,60,0,0,0,0,30,0,0,0,0,0
Site_03,6,Jurie,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,35,15,0,0,0,0,1,8,50,50,1,1,5,5,25,0,1,1,10,5
Site_03,7,Jurie,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,1,5,5,5,2,7,50,60,1,2,5,5,25,0,0,0,0,0
Site_03,8,Jurie,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,1,3,5,5,1,10,45,65,0,0,0,0,20,0,1,2,5,5
Site_03,9,Jurie,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,35,15,1,5,5,5,2,9,65,70,0,0,0,0,10,0,0,0,0,0
Site_03,10,Jurie,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,20,5,1,5,5,5,1,15,40,60,0,0,0,0,30,0,0,0,0,0
Site_03,11,Jurie,10:20,20/03/2020,Newlands,1,1,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,5,1,4,5,5,1,10,50,45,1,1,5,10,30,0,0,0,0,0
Site_03,12,Jurie,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,1,10,45,55,0,0,0,0,40,0,0,0,0,0
Site_03,1,Gabi,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,5,0,0,0,0,2,9,90,65,0,0,0,0,30,0,0,0,0,0
Site_03,2,Gabi,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,5,0,0,0,0,2,11,85,75,0,0,0,0,20,0,0,0,0,0
Site_03,3,Gabi,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,110,5,0,0,0,0,1,6,80,75,0,0,0,0,20,0,0,0,0,0
Site_03,4,Gabi,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,1,9,80,75,0,0,0,0,20,0,0,0,0,0
Site_03,5,Gabi,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,80,70,0,0,0,0,30,0,0,0,0,0
Site_03,6,Gabi,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,30,20,0,0,0,0,1,10,80,70,0,0,0,0,10,0,0,0,0,0
Site_03,7,Gabi,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,20,5,0,0,0,0,1,15,70,75,0,0,0,0,20,0,0,0,0,0
Site_03,8,Gabi,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,5,1,12,70,80,0,0,0,0,15,0,0,0,0,0
Site_03,9,Gabi,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,10,1,12,10,10,1,11,50,40,0,0,0,0,40,0,0,0,0,0
Site_03,10,Gabi,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,60,80,0,0,0,0,20,0,0,0,0,0
Site_03,11,Gabi,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,15,10,0,0,0,0,1,9,45,50,0,0,0,0,30,0,1,1,5,10
Site_03,12,Gabi,10:20,20/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,110,15,0,0,0,0,1,15,75,75,0,0,0,0,10,0,0,0,0,0
Site_04,1,Jurie,08:45,23/03/2020,Newlands,1,1,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40,5,0,0,0,0,1,6,60,50,0,0,0,0,40,0,0,0,0,0
Site_04,2,Jurie,08:45,23/03/2020,Newlands,1,1,10,5,1,1,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,55,55,0,0,0,0,30,0,0,0,0,0
Site_04,3,Jurie,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,65,100,0,0,0,0,0,0,0,0,0,0
Site_04,4,Jurie,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,30,5,0,0,0,0,2,11,65,85,0,0,0,0,10,0,0,0,0,0
Site_04,5,Jurie,08:45,23/03/2020,Newlands,1,1,60,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,5,1,1,30,5,0,0,0,0,3,9,50,55,1,1,30,5,25,0,0,0,0,0
Site_04,6,Jurie,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,1,5,30,5,1,1,50,5,1,4,40,5,0,0,0,0,3,13,55,70,1,3,40,5,10,0,0,0,0,0
Site_04,7,Jurie,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,1,6,25,5,0,0,0,0,0,0,0,0,0,0,0,0,4,10,40,55,1,7,35,15,25,0,0,0,0,0
Site_04,8,Jurie,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40,5,0,0,0,0,0,0,0,0,3,15,60,50,1,3,30,10,35,0,0,0,0,0
Site_04,9,Jurie,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,5,0,0,0,0,0,0,0,0,4,7,65,75,1,4,30,5,15,0,0,0,0,0
Site_04,10,Jurie,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,1,3,30,5,1,1,30,5,0,0,0,0,0,0,0,0,4,9,55,65,1,2,25,5,20,0,0,0,0,0
Site_04,11,Jurie,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,55,65,1,2,25,5,30,0,0,0,0,0
Site_04,12,Jurie,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,5,0,0,0,0,3,6,55,60,1,1,5,5,30,0,0,0,0,0
Site_04,1,Gabi,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,5,0,0,0,0,3,13,50,65,1,3,35,10,20,0,0,0,0,0
Site_04,2,Gabi,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,50,10,0,0,0,0,3,5,65,45,1,1,35,5,40,0,0,0,0,0
Site_04,3,Gabi,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,70,70,0,0,0,0,30,0,0,0,0,0
Site_04,4,Gabi,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,70,80,0,0,0,0,20,0,0,0,0,0
Site_04,5,Gabi,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40,5,0,0,0,0,2,2,65,10,0,0,0,0,2,10,60,60,1,2,50,10,15,0,0,0,0,0
Site_04,6,Gabi,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,65,90,0,0,0,0,10,0,0,0,0,0
Site_04,7,Gabi,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,1,6,35,30,0,0,0,0,0,0,0,0,0,0,0,0,2,10,50,40,1,3,35,10,20,0,0,0,0,0
Site_04,8,Gabi,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,10,0,0,0,0,3,13,60,80,0,0,0,0,10,0,0,0,0,0
Site_04,9,Gabi,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,1,7,40,15,0,0,0,0,0,0,0,0,0,0,0,0,3,7,90,55,1,2,40,10,20,0,0,0,0,0
Site_04,10,Gabi,08:45,23/03/2020,Newlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40,5,0,0,0,0,0,0,0,0,3,9,60,80,1,1,40,5,10,0,0,0,0,0
